time,x,y,z,ax,ay,az,aw,roll,pitch,yaw
1526324286.71,-0.00514634745196,0.00485070282593,(0.0014291708785459858, -0.00038933676360516554, 3.517548560214876e-05)
1526324286.8,-0.00996529962867,0.0104905664921,(0.002800520461551764, -0.0007561516232436167, 0.00010323475299421499)
1526324286.9,-0.0144591992721,0.0165174212307,(0.0044066803608573055, -0.0012440692674165305, 5.689377304289646e-05)
1526324287.01,-0.00709873903543,0.0555515289307,(0.0035770268532604502, -0.0015249857831474705, 0.0004869597139755005)
1526324287.12,-0.0108714606613,0.0629828050733,(0.005102647130093087, -0.001757751195226403, 0.00042034543672979813)
1526324287.2,-0.0042926967144,0.106051445007,(0.0047506230878336456, -0.001707547092849869, 0.00017855920897164704)
1526324287.32,-0.00778609421104,0.114842414856,(0.006633695528325512, -0.001986919290770312, 0.0001519828480150455)
1526324287.4,-0.00676975492388,0.16298507154,(0.005740190146413288, -0.00287354384526748, -0.00011366226796297915)
1526324287.51,-0.0125487307087,0.175850003958,(0.007099044325664785, -0.00258131900419721, 1.2518711635853823e-05)
1526324287.61,-0.00489359628409,0.229638412595,(0.0045571622757679805, -0.004185897149395112, 0.0009233055738756312)
1526324287.71,-0.00960258021951,0.248650550842,(0.005426971691759225, -0.004559452745772994, 0.0019072247972013376)
1526324287.8,-0.000713246176019,0.297377586365,(0.004471368224260761, -0.0056298408114852615, 0.0016574998981707316)
1526324287.9,-0.00462113972753,0.317063093185,(0.005502957243661679, -0.006051024977514942, 0.00266910700070731)
1526324288.02,0.00994103960693,0.369721025229,(0.005629592325568734, -0.006697100002204942, 0.00037411033971982837)
1526324288.11,0.00995590910316,0.393448233604,(0.007501627559387161, -0.0067030492627431215, 6.130870447349614e-05)
1526324288.21,0.00968555454165,0.446721822023,(0.006295341961234905, -0.008406318576551415, -0.0006228208885649904)
1526324288.31,0.00980362575501,0.471098959446,(0.00800014525972783, -0.008541610795379403, -0.0008511760004244756)
1526324288.42,0.0160587411374,0.520462632179,(0.005765982812823987, -0.01011321336709451, -0.00037273681147656745)
1526324288.52,0.0151396105066,0.54487413168,(0.007723534173961611, -0.01019546502470515, -0.0006383862027952212)
1526324288.61,0.0198557022959,0.598630547523,(0.006481241320906085, -0.011022527200838189, 0.00013613620442247228)
1526324288.74,0.0175531171262,0.622568130493,(0.011200238368342464, -0.011960912226056126, -0.00222397362627189)
1526324288.81,0.0222157333046,0.678679227829,(0.011656816804450342, -0.013872332801900259, -0.002799947872901117)
1526324288.93,0.0274548772722,0.707237482071,(0.013074497903446482, -0.014670301203875132, -0.004071096598906681)
1526324289.02,0.0464769639075,0.767692685127,(0.0038922498197741626, -0.012272337731004553, 0.0024400904291739397)
1526324289.12,0.0536442995071,0.795772075653,(0.005901138609906889, -0.011623495027571037, 0.0016590392848197107)
1526324289.24,0.0505115091801,0.851494967937,(0.007213620548774736, -0.014419671323707549, -9.95349942009798e-05)
1526324289.32,0.0574652217329,0.879737615585,(0.009179214467192331, -0.013865419646889494, -0.0005847091180726464)
1526324289.44,0.0515633821487,0.944796264172,(0.006978973109116419, -0.01623592616365794, 0.0004067307448461004)
1526324289.52,0.0534681305289,0.975492537022,(0.008936471033982912, -0.015698125585380748, -0.0003008757907648855)
1526324289.62,0.0539803244174,1.03756284714,(0.007056878942852821, -0.01810137635170532, 0.0002621638750565645)
1526324289.73,0.0568740516901,1.06917798519,(0.008993347074971616, -0.017451430983055693, -0.00014819500461196917)
1526324289.83,0.0590213648975,1.12980520725,(0.006857176490802918, -0.01967939092983709, 0.0007367193460208754)
1526324289.93,0.0616283714771,1.16177940369,(0.008801653299726372, -0.019257368507739594, 0.0002556102974169686)
1526324290.03,0.0649433806539,1.21867692471,(0.006740021253322164, -0.0220423510606634, 0.0007854354288717845)
1526324290.13,0.0684835463762,1.2514193058,(0.008538618284303176, -0.021975705655278024, 0.0002624250511828286)
1526324290.22,0.0752465501428,1.3100965023,(0.005745447551433454, -0.023924250620620004, 0.0007709642174035256)
1526324290.34,0.078300178051,1.34017920494,(0.007737575045534985, -0.023952298184226655, 0.0002308776527518838)
1526324290.46,0.0836474820971,1.40213775635,(0.0057297373550586304, -0.02679162854570271, 0.0005527876504635457)
1526324290.53,0.089299954474,1.43927168846,(0.007421885972002334, -0.027694311909416527, 0.00022121452023204384)
1526324290.66,0.0949760749936,1.50639390945,(0.005566517299586572, -0.029034435479674055, 0.00043664252359126464)
1526324290.74,0.100213997066,1.54727995396,(0.005396591226093358, -0.030522364729975243, 0.00028044149593001345)
1526324290.83,0.102304197848,1.60128593445,(0.002983381810687211, -0.028932298829931306, 0.0008711718238031966)
1526324290.94,0.105113349855,1.63572204113,(0.003164473800973564, -0.02801177024406932, 0.001320494197334944)
1526324291.03,0.107494227588,1.69417667389,(0.003135747344718126, -0.029621767604211396, 0.0011680503621382947)
1526324291.14,0.110539332032,1.72928273678,(0.0033179415379599423, -0.028916449978651407, 0.0016471289335229415)
1526324291.26,0.111751995981,1.78895640373,(0.0028052568712598185, -0.03282693046989347, 0.0004532727720243444)
1526324291.34,0.113283790648,1.8240429163,(0.002101459515056814, -0.03328571517814281, 0.0006689219574867239)
1526324291.44,0.123789921403,1.88406479359,(0.002255553889596885, -0.03516704906094342, -1.6774952348208743e-05)
1526324291.54,0.126026466489,1.91908657551,(0.0016308853935056418, -0.03591119878566121, 0.0003461544203397316)
1526324291.64,0.136529147625,1.97548449039,(0.0031532421731648515, -0.03895524848217111, 1.0521356648202939e-06)
