time,x,y,z,ax,ay,az,aw,roll,pitch,yaw
1526316958.02,-0.123789921403,0.0399284400046,1.88406479359,0.00112745489329,-0.0175826167401,1.14430932764e-05,0.999844778105,0.0022555538896,-0.0351670490609,-1.67749523482e-05,
1526316958.12,-0.126026466489,0.0363918058574,1.91908657551,0.000818418683921,-0.0179544872334,0.00018769022597,0.999838452627,0.00163088539351,-0.0359111987857,0.00034615442034,
1526316958.22,-0.136529147625,0.0439875759184,1.97548449039,0.00157633162132,-0.0194763676654,3.12328460944e-05,0.999809074427,0.00315324217316,-0.0389552484822,1.05213566482e-06,
1526316958.34,-0.139726817608,0.0411493964493,2.01105976105,0.00135957014803,-0.0199722558479,0.000173800709956,0.999799595098,0.00271382139607,-0.0399476031646,0.000293458518442,
1526316958.42,-0.157488495111,0.0487376451492,2.07945418358,0.00198529652475,-0.0227422381908,-8.3558734541e-05,0.999739387149,0.00397748367144,-0.0454879760949,-0.00025764059519,
1526316958.54,-0.169709354639,0.0470715761185,2.1176469326,0.00196984591977,-0.0238841937318,0.000404122293824,0.999712709573,0.00392374270571,-0.0477744274665,0.000714731579455,
1526316958.63,-0.18774291873,0.0499186292291,2.18334674835,0.00266409417726,-0.0272079141564,0.00027966724213,0.999626207037,0.00531887862638,-0.0544238410234,0.000414770643759,
1526316958.73,-0.19585506618,0.0500838235021,2.22201418877,0.00301344017026,-0.0289091444983,0.000657190727701,0.999577284978,0.00599639503676,-0.0578300373841,0.00114150237831,
1526316958.82,-0.214666604996,0.0539526380599,2.28834915161,0.00302836069136,-0.0320719234627,0.000273768773147,0.999480938191,0.00604849738974,-0.0641562127606,0.000353730374123,
1526316958.94,-0.224181637168,0.0542342104018,2.32751345634,0.00342876617342,-0.0338339401725,0.000671807683471,0.999421360953,0.00682378213588,-0.0676850005965,0.00111337013412,
1526316959.03,-0.247103661299,0.0560772940516,2.39299607277,0.00261143196248,-0.0377187577217,0.000470269736412,0.999284871588,0.00519846890634,-0.0754576111043,0.000744986912146,
1526316959.14,-0.257282286882,0.0565149895847,2.43145251274,0.00298700555135,-0.0397073448313,0.000882768678555,0.999206497819,0.00591786372134,-0.0794404765939,0.00153175562983,
1526316959.23,-0.290071696043,0.0617112591863,2.49536061287,0.00200931417158,-0.0436653686789,0.000791757397342,0.999043878593,0.00396075630483,-0.0873615022495,0.00141191078981,
1526316959.34,-0.301043361425,0.062138594687,2.53390717506,0.00240398056013,-0.0458171860081,0.0011618490751,0.998946273055,0.00471625006367,-0.0916717436981,0.00210982287828,
1526316959.44,-0.328178375959,0.0623198077083,2.59768819809,0.00192263665902,-0.0503953273489,0.000863302980118,0.998727124473,0.00377253812303,-0.100836477657,0.00153843980111,
1526316959.53,-0.343316972256,0.0644636005163,2.63453173637,0.00296884103336,-0.0528357405018,0.00112899156374,0.998598165373,0.00584271431338,-0.105726913008,0.00195199694016,
1526316959.65,-0.37648999691,0.0670449510217,2.70081591606,0.00285121408425,-0.0567193870541,0.000607226965633,0.99838590384,0.00566079534313,-0.113502685279,0.000894813265585,
1526316959.73,-0.391500502825,0.0692121908069,2.73699879646,0.0039175501873,-0.0592696329371,0.000842889863729,0.998233967038,0.00777606373864,-0.118614469069,0.00122704111312,
1526316959.85,-0.41699436307,0.0671559199691,2.79793810844,0.00262739980258,-0.063093091704,0.000636638162164,0.998003984582,0.00520544425254,-0.126272959267,0.000946731156414,
1526316959.95,-0.426668971777,0.0668072924018,2.83460903168,0.00268554418801,-0.0665432167273,0.00105368596792,0.997779373362,0.00526558966368,-0.133189997482,0.00176087920303,
1526316960.03,-0.45710465312,0.0680439844728,2.88611578941,0.0011571372622,-0.0700081412008,0.000972363060889,0.997545275017,0.00219395510715,-0.140133019302,0.00179553612825,
1526316960.15,-0.468941122293,0.0686125457287,2.92222237587,0.00136016437134,-0.0734425988881,0.00132610347592,0.997297636652,0.00254565805309,-0.147020942721,0.00247192160308,
1526316960.25,-0.502956986427,0.0712026134133,2.96504473686,0.00229000302514,-0.0775407917341,0.000777307651048,0.996986247295,0.00449978471329,-0.155240555065,0.00120933610625,
1526316960.34,-0.516292452812,0.0726681649685,2.99344325066,0.00359698072422,-0.0814941580092,0.00115440656543,0.996666660065,0.00707587936806,-0.163176500281,0.00173793848045,
1526316960.44,-0.556268692017,0.071065440774,3.03887724876,0.00251847195475,-0.0852424701877,0.000692935892685,0.996356812801,0.00497274767487,-0.170695033017,0.000965492967534,
1526316960.55,-0.56533396244,0.0715245306492,3.06360936165,0.00326764229846,-0.0900857137886,0.00117749899499,0.995927959333,0.00640045666868,-0.180422729824,0.00178565844221,
1526316960.64,-0.604956746101,0.073280133307,3.10956645012,0.00191189526117,-0.0948113177117,0.000900298895524,0.995493017631,0.00370241353824,-0.189910955451,0.00145612399916,
1526316960.74,-0.621356070042,0.0749167129397,3.13628363609,0.0030240264325,-0.0993473722164,0.00122606101096,0.99504746202,0.00589081217769,-0.199029534354,0.00187615810514,
1526316960.86,-0.661852836609,0.0768250748515,3.18573045731,0.00214215353669,-0.103068793417,0.000801991800685,0.994671599982,0.00418509031503,-0.206507271976,0.00117890703057,
1526316960.94,-0.679158449173,0.0781456679106,3.21265172958,0.00313579710595,-0.107609648945,0.00112219588433,0.994187643711,0.00613577116925,-0.215642820474,0.00159336706895,
1526316961.06,-0.718724012375,0.0783838033676,3.25549459457,0.00206287179047,-0.110996958671,0.00049055710945,0.99381848397,0.00409218621172,-0.222453863004,0.000530168355312,
1526316961.15,-0.737079441547,0.0798777937889,3.28236865997,0.00297636008772,-0.115434188399,0.000765485142913,0.993310376198,0.00589326657641,-0.231387751861,0.000856405339309,
1526316961.24,-0.767216920853,0.0840844064951,3.32528066635,0.00179731678135,-0.118941886198,0.000514789993236,0.992899457323,0.00354701855504,-0.238449744131,0.000612034272432,
1526316961.35,-0.785902380943,0.0859074294567,3.35196328163,0.00274236928209,-0.123419563871,0.000763221083238,0.992350496628,0.00541952490521,-0.247473398982,0.000864169118554,
1526316961.44,-0.826420783997,0.0850382447243,3.39889597893,0.00147977415212,-0.127252075599,0.000441751099579,0.991869207295,0.00291755042671,-0.255197108182,0.000516435492079,
1526316961.55,-0.846761703491,0.0870116278529,3.42558765411,0.00236417744336,-0.131755434641,0.000637472863283,0.991279228944,0.00468170224504,-0.264281586892,0.000663890827372,
1526316961.67,-0.88693523407,0.0871446952224,3.47156047821,0.00178238266031,-0.135974075055,0.00024451067821,0.99071076215,0.00359821964841,-0.272793649775,-2.46044782774e-07,
1526316961.75,-0.907089471817,0.0894956067204,3.49816298485,0.00271521422894,-0.140453006261,0.000390137317487,0.99008354619,0.00548335480521,-0.281838977538,1.02203116505e-05,
1526316961.85,-0.95513600111,0.0903421640396,3.54191946983,0.00146196875149,-0.144076225982,0.000125334539308,0.989565504676,0.00298107873471,-0.289158845638,-0.000180719131552,
1526316961.95,-0.976228475571,0.0927119925618,3.56811904907,0.00225482763119,-0.148569582692,0.000253244841069,0.988899353179,0.00458685257298,-0.298243675132,-0.000176941535313,
1526316962.05,-1.01226294041,0.0917760580778,3.60581493378,0.00110722381804,-0.151784581909,2.54384723674e-05,0.988412977506,0.00228641989164,-0.304746910997,-0.000299638024811,
1526316962.16,-1.03411209583,0.0939389765263,3.63144087791,0.00185430590676,-0.156167044039,0.000200270749352,0.987728897926,0.0037851879417,-0.313617970712,-0.000192947823774,
1526316962.25,-1.07301270962,0.0942645594478,3.66692972183,0.00102499203216,-0.15908544342,0.000147201856916,0.987264275366,0.00208244814201,-0.319528595466,-3.73593504845e-05,
1526316962.37,-1.09523773193,0.096472337842,3.69217967987,0.00171217126147,-0.163490682168,0.000332714415071,0.98654333641,0.0034541304419,-0.328456498758,0.00010208352817,
1526316962.46,-1.13289701939,0.0949694812298,3.72909426689,0.000949943395252,-0.166553244768,1.53247186122e-05,0.986032004567,0.00197798403925,-0.334665968479,-0.000303022662211,
1526316962.56,-1.1558355093,0.0970664843917,3.75388240814,0.0015342664364,-0.17092788749,0.000211370237189,0.985282324325,0.00313426147205,-0.343542924939,-0.000114680206679,
1526316962.67,-1.19117796421,0.0995435863733,3.78798985481,0.00103389730375,-0.174194965987,3.41030105151e-05,0.984710639588,0.00215508711462,-0.350176225182,-0.000311968905887,
1526316962.76,-1.21468305588,0.104163944721,3.81101536751,0.00246616291269,-0.178289546034,0.00077552734285,0.983974671611,0.00488748864599,-0.358498534764,0.000690729801204,
1526316962.86,-1.2521032095,0.0993323251605,3.84400057793,0.00233593323317,-0.181408180321,0.000784233221431,0.983404799921,0.0046134718606,-0.364839126798,0.000743884289789,
1526316962.97,-1.27531325817,0.103359252214,3.86731696129,0.00362727193244,-0.185477790464,0.00145469330802,0.982640685098,0.0070759106936,-0.373124371603,0.00162514709196,
1526316963.06,-1.30926632881,0.101470299065,3.90157413483,0.00201814727699,-0.188555156585,0.000903508385347,0.98206011205,0.00390052612857,-0.37938432466,0.00109112172389,
1526316963.16,-1.33260154724,0.105519071221,3.92425966263,0.00325587428284,-0.192520691274,0.00157618063255,0.981286246907,0.0062460625951,-0.387468807554,0.00198702491465,
1526316963.27,-1.3660197258,0.103458896279,3.9505648613,0.00136784540858,-0.194911430631,0.00124290493853,0.980819105848,0.00237950697262,-0.392337241348,0.00206155494611,
1526316963.36,-1.38942325115,0.106657616794,3.97346162796,0.00239170471298,-0.198851253936,0.00197134026719,0.98002478151,0.00423912322821,-0.400379376433,0.00316288500359,
1526316963.46,-1.41749286652,0.105024076998,4.00025653839,0.00118983629623,-0.201092372945,0.00129756393212,0.97957070095,0.00196839700264,-0.404948559999,0.00224516163778,
1526316963.57,-1.44028830528,0.108049072325,4.02236795425,0.00209095791413,-0.204891608423,0.00201162723458,0.978780368647,0.00356847674959,-0.41271318966,0.00336345844892,
1526316963.66,-1.46425044537,0.106138147414,4.03836107254,0.00092565053889,-0.206547942664,0.00132873628327,0.978435140933,0.00138025295128,-0.416093086567,0.00242466904896,
1526316963.78,-1.48639261723,0.109078019857,4.05962324142,0.00178559067018,-0.210339740853,0.00202159000952,0.97762463055,0.00289720549105,-0.423851127317,0.00351235987521,
1526316963.88,-1.51158094406,0.108031898737,4.07998991013,0.00065833906069,-0.212037515404,0.00147448352404,0.97726019286,0.00072679967549,-0.427320338151,0.00285988897859,
1526316963.97,-1.53287601471,0.110460802913,4.10130977631,0.00130151850855,-0.215590500226,0.00217819437911,0.976480567001,0.00176686887847,-0.434597704702,0.00407121091394,
1526316964.09,-1.55636405945,0.109765537083,4.12115812302,0.000692703939568,-0.217239920986,0.00131470468955,0.976117107955,0.000862518243704,-0.437973406958,0.00250178378332,
1526316964.17,-1.57711434364,0.112117081881,4.1412115097,0.00125090829129,-0.220732673345,0.00198761564112,0.975331518782,0.00173135424042,-0.445135344478,0.00368393373406,
1526316964.27,-1.60353696346,0.111610740423,4.1556596756,1.37750638339e-05,-0.222078281107,0.00153794686936,0.975027626065,-0.000728038898846,-0.447890373819,0.0033204930081,
1526316964.38,-1.62393546104,0.113969475031,4.17471647263,0.000529436858142,-0.225488709279,0.00215878399824,0.974243245466,6.46077497717e-05,-0.4548905425,0.00441675385251,
1526316964.48,-1.64196014404,0.111805662513,4.18676900864,-0.000501146526167,-0.226602607508,0.00150103165125,0.97398601326,-0.00184608178554,-0.457173936315,0.00351173957475,
1526316964.57,-1.66232061386,0.113859795034,4.20434188843,-2.13864332576e-05,-0.229894585062,0.00210130303972,0.973213267392,-0.00112689981297,-0.463937463761,0.00458446935695,
1526316964.68,-1.66988182068,0.10797829181,4.21753978729,-0.00181614931408,-0.230701323588,0.00144716390353,0.973021842824,-0.00470260572367,-0.465589462168,0.0040895322043,
1526316964.77,-1.68267071247,0.106374710798,4.23249530792,-0.00212729540618,-0.233750719611,0.0020017654516,0.972292172462,-0.00569485745647,-0.471855122224,0.00548668914844,
1526316964.87,-1.69925236702,0.108984343708,4.24871587753,-0.00213391537768,-0.234707964889,0.00132169246712,0.972062688695,-0.00535951362247,-0.473828211057,0.00401340401084,
1526316964.98,-1.71214616299,0.107525132596,4.2636051178,-0.00246478014541,-0.237562293767,0.00181200466604,0.971367488687,-0.00636812453637,-0.479698409182,0.00528820173951,
1526316965.08,-1.73614954948,0.108887501061,4.28007650375,-0.00245439748665,-0.238423461828,0.00131235830249,0.971157302654,-0.00608480322836,-0.481474932088,0.0041964814588,
1526316965.18,-1.74897241592,0.107878506184,4.29397916794,-0.00266041917132,-0.241177837441,0.00173492719284,0.970475740513,-0.00679057131811,-0.48714538053,0.00526292048568,
1526316965.29,-1.76878702641,0.110939435661,4.30461502075,-0.00226189085998,-0.242134962846,0.00112833501898,0.970239285165,-0.00559119090549,-0.489123793912,0.00372121467902,
1526316965.39,-1.78212761879,0.109844446182,4.31835460663,-0.00246940797587,-0.244699021118,0.00160028581047,0.969594621568,-0.00632986306488,-0.494407067829,0.00489837732463,
1526316965.48,-1.79953336716,0.110287934542,4.32940387726,-0.00271759775481,-0.245124191292,0.00129806814308,0.969487008951,-0.00671237553102,-0.495284954267,0.00437495436259,
1526316965.59,-1.81239271164,0.109155423939,4.34242296219,-0.00298694066531,-0.247574370555,0.00178907797564,0.968862636512,-0.00760614509669,-0.500336054434,0.00563668462234,
1526316965.69,-1.81993448734,0.11192856729,4.34567260742,-0.00298293111537,-0.247870466721,0.00132200850006,0.968787688889,-0.00733655521976,-0.500950912873,0.00460625406512,
1526316965.79,-1.83280241489,0.110576324165,4.35770845413,-0.00344094214574,-0.250287772033,0.00174689713815,0.968163797835,-0.00861685009524,-0.505936807482,0.00583619970592,
1526316965.9,-1.84162080288,0.11044088006,4.36166238785,-0.00329037632611,-0.250171274005,0.00112678648234,0.968195350866,-0.00792756338855,-0.505702251678,0.00437594349793,
1526316965.99,-1.85499882698,0.109416134655,4.37280035019,-0.00366600217706,-0.252362690763,0.00153735564911,0.967624549749,-0.00901943963772,-0.510224766349,0.00552982221037,
1526316966.1,-1.87047064304,0.112282752991,4.38130092621,-0.00290702259111,-0.252648401584,0.00108291763092,0.967553182872,-0.00707594115385,-0.510822866869,0.0040861014018,
1526316966.2,-1.88318419456,0.110967800021,4.3927488327,-0.00326433654078,-0.254841465291,0.00142312710005,0.966976290498,-0.00808911649872,-0.515352984759,0.00507523322801,
1526316966.28,-1.89547169209,0.114108771086,4.40378046036,-0.00263874696455,-0.255289276372,0.00100511424052,0.966860596016,-0.00645750791861,-0.516285242741,0.00378413407472,
1526316966.41,-1.90801036358,0.113159812987,4.41449403763,-0.00297271847786,-0.257307406877,0.00137280079766,0.966324053684,-0.00743637677868,-0.520456806019,0.00482134632215,
1526316966.49,-1.92420446873,0.115691527724,4.42927694321,-0.00276754233424,-0.257536188742,0.001356500944,0.966263738377,-0.0069718741434,-0.520931450345,0.00466587504389,
1526316966.59,-1.93728613853,0.114693202078,4.44024133682,-0.00310213961512,-0.259367344511,0.0017494442008,0.965772176435,-0.00797200050086,-0.52471766743,0.00576377059478,
1526316966.69,-1.9549728632,0.118624322116,4.45192289352,-0.00251741262307,-0.259829512039,0.00141626478528,0.965650185886,-0.00647168303074,-0.52568045495,0.00467459484837,
1526316966.79,-1.96862542629,0.11752935499,4.46259212494,-0.00284304437662,-0.261467621046,0.00180130021178,0.965206379776,-0.00744867621325,-0.529069394629,0.00575019085576,
1526316966.9,-1.98524618149,0.118604384363,4.48041963577,-0.00275547106688,-0.262144343529,0.001712890518,0.965023220726,-0.00720672546839,-0.530472913457,0.0055075601247,
1526316967.0,-1.99841248989,0.117940239608,4.49118757248,-0.00307115167339,-0.263624612329,0.00214435931365,0.964618076507,-0.00819460098991,-0.533535885472,0.00668546571515,
1526316967.09,-2.01968502998,0.118764348328,4.51000785828,-0.00306147603825,-0.264771220889,0.00180027353671,0.964304716865,-0.00797601478404,-0.535916488377,0.00592373791468,
1526316967.2,-2.03351449966,0.118166461587,4.52107954025,-0.00339751851276,-0.26617575048,0.00219484831911,0.963916028171,-0.00899250495552,-0.538824302179,0.00703709019493,
1526316967.29,-2.05241346359,0.123101077974,4.53843593597,-0.00342405844337,-0.267533695461,0.00185457599181,0.963540636488,-0.00885891159841,-0.541645289306,0.00630913607225,
1526316967.41,-2.06619787216,0.122695699334,4.54994487762,-0.00377090786057,-0.268862540747,0.00226248104636,0.963168518805,-0.00991393491658,-0.544397528994,0.0074652530448,
1526316967.5,-2.08651280403,0.12592202425,4.56740951538,-0.00325420363158,-0.270227068371,0.00196236878211,0.962789120621,-0.00857984186059,-0.547238030044,0.00648443648258,
1526316967.61,-2.0989253521,0.125700429082,4.5786819458,-0.00346180746169,-0.271562337201,0.00237524505718,0.962411695229,-0.00932943380374,-0.550006878877,0.00756835602555,
1526316967.7,-2.11898803711,0.125984430313,4.59694290161,-0.00332720104972,-0.272917841101,0.00195827424119,0.962029597728,-0.00877832184021,-0.552829146453,0.00656134287447,
1526316967.81,-2.1316716671,0.126013472676,4.60787677765,-0.0035120463413,-0.274218114286,0.00228166212362,0.961658403668,-0.00942330037546,-0.555528361705,0.00743218913851,
1526316967.9,-2.14847779274,0.12609179318,4.6225476265,-0.00320147133797,-0.27545809127,0.00173655847613,0.961306181661,-0.00838423576103,-0.558114803713,0.00601529252936,
1526316968.02,-2.16113710403,0.126776218414,4.63310337067,-0.0031677723151,-0.276812507965,0.00195109830427,0.960916746585,-0.00846543751503,-0.560931502805,0.00649946052212,
1526316968.1,-2.18207478523,0.129232153296,4.64922523499,-0.00308002655605,-0.278092751389,0.00161875204337,0.960547924209,-0.00806474062232,-0.563599989261,0.00570526080943,
1526316968.2,-2.19458317757,0.129798740149,4.66046857834,-0.00311720667445,-0.279500471279,0.00178458089862,0.960138836236,-0.00827663632493,-0.566529975395,0.00612661533995,
1526316968.32,-2.21843695641,0.131514415145,4.68123435974,-0.00322294133218,-0.281373962178,0.00164011713366,0.959591379741,-0.00844570784517,-0.570434121487,0.00589475289629,
1526316968.41,-2.23155522346,0.132362723351,4.6922082901,-0.0031366860672,-0.282855987665,0.00177883865223,0.959155611554,-0.00836140101507,-0.573522935043,0.00617487252396,
1526316968.51,-2.26580095291,0.128234028816,4.72206640244,-0.00369471633762,-0.284983987411,0.0017259905791,0.958523602707,-0.00963111779293,-0.57795831505,0.00646471313359,
1526316968.62,-2.27890086174,0.128680378199,4.73403596878,-0.00377906410229,-0.286500313339,0.00192745911678,0.958070756277,-0.00998482155716,-0.581120173144,0.00700933278902,
1526316968.7,-2.31910657883,0.130526870489,4.76227712631,-0.00390791125887,-0.288936841176,0.00181941797818,0.957338456221,-0.0102442712948,-0.586208450543,0.00689269828352,
1526316968.82,-2.33297324181,0.131463840604,4.77470064163,-0.00381026572347,-0.29054115607,0.00200469612861,0.95685280984,-0.0101743409717,-0.589559532113,0.0072793961777,
1526316968.91,-2.37374067307,0.128260761499,4.80610466003,-0.00385097244857,-0.293331670644,0.00178791235448,0.95600130982,-0.0101604677094,-0.595396597812,0.00685781221068,
1526316969.01,-2.39212989807,0.13059283793,4.82350969315,-0.00385501319123,-0.295427494143,0.00212841561482,0.955355014863,-0.0104469615072,-0.59977876442,0.00768613543673,
1526316969.13,-2.44042038918,0.136832103133,4.85990190506,-0.0037214399271,-0.298663451185,0.00199050002669,0.954349166564,-0.0100926004327,-0.606558940437,0.00732975706652,
